2023-06-01		12:22:56	f87479fb-a4a9-4394-a458-a235fdbca80d	 GET	undefined	/ 
2023-06-09		12:08:20	81b12490-6e37-4a44-ade4-4d60e65f5c1f	 OPTIONS	http://localhost:5173	/auth 
2023-06-09		12:08:20	0f5d548f-94d6-4633-b0e7-90bb9679007b	 POST	http://localhost:5173	/auth 
2023-06-09		12:08:20	de828100-f970-429c-b338-f7496c083f00	 GET	http://localhost:5173	/users 
2023-06-09		12:08:20	4931dd41-a2c1-4404-b911-e19aaa17acb3	 GET	http://localhost:5173	/notes 
2023-06-09		12:11:13	27270026-5e1a-4dda-a950-3dbf63301ca4	 GET	http://localhost:5173	/users 
2023-06-09		12:11:13	b1e87d3e-48f2-424d-a08f-43ec53474619	 GET	http://localhost:5173	/notes 
2023-06-09		12:12:31	66effca2-898e-490e-83d3-09ec3c91d3a7	 POST	http://localhost:5173	/auth/logout 
2023-06-09		12:12:38	1fb00d3d-c9d7-460b-b5c6-3a1a5c3804d2	 OPTIONS	http://localhost:5173	/auth 
2023-06-09		12:12:38	f9cedfc9-4517-4a72-9145-f7739a7dfbaa	 POST	http://localhost:5173	/auth 
2023-06-09		12:12:39	92b292d7-05ed-4c81-82ec-0a46a12dffa2	 GET	http://localhost:5173	/users 
2023-06-09		12:12:39	404a7c25-3ddd-4b2f-8327-733b8a577e71	 GET	http://localhost:5173	/notes 
2023-06-09		12:16:26	8e6df229-db11-44b8-9328-5955071971e9	 GET	http://localhost:5173	/notes 
2023-06-09		12:16:26	6adde191-6f82-4999-a0b3-24270a8a694f	 GET	http://localhost:5173	/users 
2023-06-09		12:16:33	fad65210-b84a-43f2-840f-32cc256aadfb	 GET	http://localhost:5173	/notes 
2023-06-09		12:16:34	3865a68c-15b6-422c-bdb7-0f94631952f3	 GET	http://localhost:5173	/users 
2023-06-09		12:16:35	7a1e65a9-8e60-4edf-868b-f5834b88c4e5	 GET	http://localhost:5173	/notes 
2023-06-09		12:16:35	46c4eace-b174-4fa3-ba30-465cb82b48e8	 GET	http://localhost:5173	/users 
2023-06-09		12:16:37	cea9cbc5-78da-4bfe-958d-d23ae636eae4	 GET	http://localhost:5173	/notes 
2023-06-09		12:16:37	5f77ef8a-6180-40a6-889d-4b9a2e28f4bd	 GET	http://localhost:5173	/users 
2023-06-10		20:06:57	7782bd1c-1921-4165-8cad-85deaa4a0d42	 GET	http://localhost:5173	/notes 
2023-06-10		20:06:57	c8c3e5d3-8b1b-495b-bdd6-25feaa9d774d	 GET	http://localhost:5173	/users 
2023-06-11		14:44:02	7e33e0c0-f237-4559-bded-f7a444961e43	 OPTIONS	http://localhost:5173	/auth 
2023-06-11		14:44:02	9ff95288-7a93-45d5-ae00-627eeed8baef	 POST	http://localhost:5173	/auth 
2023-06-11		14:44:03	68b539c0-40df-491f-9e3d-6f375cc0931a	 GET	http://localhost:5173	/notes 
2023-06-11		14:44:03	3941f393-6e47-4c00-b1e5-029858f529f4	 GET	http://localhost:5173	/users 
2023-06-11		14:44:26	f6dca28a-18e9-4188-846c-e1caa8ef26b5	 GET	http://localhost:5173	/notes 
2023-06-11		14:44:26	70bf9173-fca6-46fe-b037-2e55e39db41b	 GET	http://localhost:5173	/users 
2023-06-11		14:44:33	53218a8d-c12b-4b7d-b8d4-292c305b731a	 GET	http://localhost:5173	/notes 
2023-06-11		14:44:35	e1717db7-5e82-4f0e-a3e1-dade01180fd2	 GET	http://localhost:5173	/notes 
2023-06-11		14:44:35	4e00277b-4c78-42cf-9d1f-8ca9cd72dfbc	 GET	http://localhost:5173	/users 
2023-06-11		14:46:25	afe9e7a9-0f76-4932-8e0c-c7b25dd932ac	 GET	http://localhost:5173	/notes 
2023-06-11		14:46:25	af723d39-d3f5-44c7-af24-6df0c3a009e7	 GET	http://localhost:5173	/users 
2023-06-11		14:47:09	f859103f-c35f-4f44-8618-b71e151d5aec	 GET	http://localhost:5173	/notes 
2023-06-11		14:47:09	2481ab09-0060-4555-8ecd-bb1b3688588a	 GET	http://localhost:5173	/users 
2023-06-11		14:49:48	76d5a3e2-13a4-4f86-a9dd-7f46a7254866	 OPTIONS	http://localhost:5173	/auth 
2023-06-11		14:49:48	78f64536-49be-4ebc-9974-ba5c13f0d1d5	 POST	http://localhost:5173	/auth 
2023-06-11		14:49:49	27012824-c275-46f1-b35c-411bed309387	 GET	http://localhost:5173	/users 
2023-06-11		14:49:49	a4848e72-0a1b-4e41-8b33-4ecde131cf93	 GET	http://localhost:5173	/notes 
2023-06-11		14:50:30	f2705fc6-691e-4f9d-99a9-0c1017ec3b0b	 OPTIONS	http://localhost:5173	/auth 
2023-06-11		14:50:30	ebf67633-e8fc-4737-bf10-d524ad89018a	 POST	http://localhost:5173	/auth 
2023-06-11		14:50:34	9cb1d34e-af49-449e-b15f-befc99feaa09	 GET	http://localhost:5173	/users 
2023-06-11		14:50:34	447d3b53-7c94-4a4a-97cd-bd9bc824fdfc	 GET	http://localhost:5173	/notes 
2023-06-11		14:51:03	f0b92651-a24c-4445-90e5-f3ca3804881e	 GET	http://localhost:5173	/notes 
2023-06-11		15:16:50	b8cb6026-5de4-40b2-9d58-bd54adb07b33	 GET	http://localhost:5173	/notes 
2023-06-11		15:16:50	7e2b4e2d-0a38-4f07-a46f-3fd04186e40d	 GET	http://localhost:5173	/users 
2023-06-11		15:17:02	d9f34545-d4a9-48fc-b2b4-dbc6326e9ae5	 GET	http://localhost:5173	/notes 
2023-06-11		15:17:02	f28eea59-0fbb-4658-8a07-8bfafb4114f8	 GET	http://localhost:5173	/users 
2023-06-11		15:26:13	30f94a81-0262-4b74-815c-5e4e0b0ed76d	 GET	http://localhost:5173	/notes 
2023-06-11		15:26:13	7bc24676-215b-445d-b6fe-82cb51fd2216	 GET	http://localhost:5173	/users 
2023-06-11		15:26:18	ceecf5f9-72d1-4d20-9f17-c57c444fd91d	 GET	http://localhost:5173	/notes 
2023-06-11		15:26:18	b410a7bc-19e9-402c-9ded-ef696bddd126	 GET	http://localhost:5173	/users 
2023-06-11		18:11:31	a0516b48-fb3b-4da8-b884-9568a06858c8	 GET	http://localhost:5173	/notes 
2023-06-11		18:11:31	df70939a-3fa5-4a0e-b6c7-587ba943c499	 GET	http://localhost:5173	/users 
2023-06-11		18:11:42	493ed21b-c489-4c46-ab85-7d0b0c9648f1	 OPTIONS	http://localhost:5173	/notes 
2023-06-11		18:11:42	067c76b1-3e8a-4ee5-a8b4-d38bf060bcd1	 POST	http://localhost:5173	/notes 
2023-06-11		18:11:48	d54ad42b-1ef6-493e-b451-d88933152bb7	 GET	http://localhost:5173	/users 
2023-06-11		18:11:48	b1bae7d3-f06a-49ad-825e-0703c04efc5c	 GET	http://localhost:5173	/notes 
2023-06-11		18:13:39	edf981cc-3685-4004-8285-a98d984da89c	 GET	http://localhost:5173	/notes 
2023-06-11		18:13:39	bcf21842-697b-46cd-b5ae-9daf0f9884f4	 GET	http://localhost:5173	/users 
2023-06-11		18:17:24	ddebe1ce-d397-4081-9388-612a2e310bde	 GET	http://localhost:5173	/users 
2023-06-11		18:17:24	16636ba2-7b56-4305-a5c0-3c929f184495	 GET	http://localhost:5173	/notes 
2023-06-11		18:17:25	1a13c5dd-d9cd-46c3-9591-9d0f0746c015	 GET	http://localhost:5173	/notes 
2023-06-11		18:17:25	d4ca3c3d-3d53-4a43-8f08-3fd1935d7c85	 GET	http://localhost:5173	/users 
2023-06-11		18:17:26	5882d5e5-c83f-49c5-a4fb-e84ad99f3eba	 GET	http://localhost:5173	/notes 
2023-06-11		18:17:26	fef5e034-873e-48b6-b049-2e3e6761dda2	 GET	http://localhost:5173	/users 
2023-06-11		18:17:28	9d56e364-ac93-4fa1-91eb-43c1b3eb5fc2	 GET	http://localhost:5173	/notes 
2023-06-11		18:17:28	945b215e-e113-492a-9c83-13681815d19d	 GET	http://localhost:5173	/users 
2023-06-11		18:36:09	ec132843-8c6a-426c-879d-bbcd65857ca2	 GET	http://localhost:5173	/notes 
2023-06-11		18:36:10	9372c461-2f4a-4b9f-b6ef-4f2bdc0be400	 GET	http://localhost:5173	/users 
2023-06-11		18:36:21	1ce33e1f-ccfa-4763-bc01-b7671f0fe970	 GET	http://localhost:5173	/notes 
2023-06-11		18:36:21	a429beac-28d2-4197-ae90-e3257c70821b	 GET	http://localhost:5173	/users 
2023-06-11		18:36:38	2d22589e-765a-4fed-9c70-619b1e969704	 OPTIONS	http://localhost:5173	/notes 
2023-06-11		18:36:38	79e071d7-f2cb-4315-9fbc-5434de1b0c37	 POST	http://localhost:5173	/notes 
2023-06-11		18:36:44	2318d0a5-f5b9-4247-8467-84b97da8df0b	 GET	http://localhost:5173	/notes 
2023-06-11		18:36:44	7e81817b-c8f6-447c-b910-f6adaeff6e88	 GET	http://localhost:5173	/users 
2023-06-11		18:43:30	f1860d5c-5beb-4df0-ac36-331f84c0a853	 OPTIONS	http://localhost:5173	/auth 
2023-06-11		18:43:30	d4b6aa19-00f9-40a9-9636-4145f194b96c	 POST	http://localhost:5173	/auth 
2023-06-11		18:43:32	f727d8f1-cfb6-41b4-ac19-896b04553560	 GET	http://localhost:5173	/users 
2023-06-11		18:43:32	d07a5ed2-ced6-40f1-bbd2-a2f5c207f1be	 GET	http://localhost:5173	/notes 
2023-06-11		18:49:37	a533c050-06ea-4836-ae25-62bba03365d6	 GET	http://localhost:5173	/notes 
2023-06-11		18:49:37	d21a2657-ff2e-435d-9a1e-52e97d16d4fa	 GET	http://localhost:5173	/users 
2023-06-11		18:49:44	3528d9bc-2f4b-46f7-9c22-cc6f27843d72	 GET	http://localhost:5173	/notes 
2023-06-11		18:49:44	bffa58c8-24bf-45b4-b857-6c430fe410b8	 GET	http://localhost:5173	/users 
2023-06-11		18:49:55	40ab7e04-a542-48bc-a68a-77ac98a4aad2	 GET	http://localhost:5173	/notes 
2023-06-11		18:49:55	13fa8f57-af6a-482b-a311-f8148af94b15	 GET	http://localhost:5173	/users 
2023-06-11		18:53:40	8e66eb33-571f-44f0-bfc8-4cd5e46c83e7	 POST	http://localhost:5173	/auth/logout 
2023-06-11		18:53:47	77ba5f46-5269-43a2-bbd1-8122955db54f	 OPTIONS	http://localhost:5173	/auth 
2023-06-11		18:53:47	6a5c15ba-3e43-41dd-9a86-f4f5ed67a380	 POST	http://localhost:5173	/auth 
2023-06-11		18:53:49	72600af6-38e3-4618-b2c8-8c76d8480709	 GET	http://localhost:5173	/notes 
2023-06-11		18:53:49	d2595829-12e7-4556-9401-d50db695d29f	 GET	http://localhost:5173	/users 
2023-06-11		19:05:57	79711e43-32d2-46a5-8a3e-abe620f34af9	 GET	http://localhost:5173	/notes 
2023-06-11		19:05:57	16d3f7ea-4b08-44fa-87c0-987ab463d648	 GET	http://localhost:5173	/users 
2023-06-11		19:06:09	e2aabab5-7e53-4395-b22c-bce23d452286	 GET	http://localhost:5173	/notes 
2023-06-11		19:06:09	55a9e84d-6812-474d-bfa6-2dce1eefd959	 GET	http://localhost:5173	/users 
2023-06-11		19:06:57	bb134e6e-6c7d-4ff2-9477-ab221a88399e	 GET	http://localhost:5173	/users 
2023-06-11		19:06:57	6cbfa811-d694-45df-969f-0bca909b43f6	 GET	http://localhost:5173	/notes 
2023-06-11		19:07:31	6438f3e4-fb02-4f9e-8d37-bc375e810f0f	 GET	http://localhost:5173	/notes 
2023-06-11		19:07:31	a207ad3e-eb16-4b3d-9683-a706d7c18e9a	 GET	http://localhost:5173	/users 
2023-06-11		19:07:50	7674223f-08d3-496f-a3f8-379be4d6c475	 GET	http://localhost:5173	/notes 
2023-06-11		19:07:50	31959dac-adf7-4c58-891c-35d910d94761	 GET	http://localhost:5173	/users 
2023-06-11		19:07:53	53e56519-907f-4a3e-9e42-4d936ee65ae1	 GET	http://localhost:5173	/notes 
2023-06-11		19:07:53	e1dacaeb-4463-4d6c-ab9d-bc06c8c00afa	 GET	http://localhost:5173	/users 
2023-06-11		19:08:07	5cf1d7b4-1b24-440c-9c9d-77e631fa5d51	 OPTIONS	http://localhost:5173	/auth 
2023-06-11		19:08:07	08a07eb3-9ff5-4d05-a308-35a65e86e721	 POST	http://localhost:5173	/auth 
2023-06-11		19:08:10	19a38513-c598-4abc-9974-0888121def7d	 GET	http://localhost:5173	/users 
2023-06-11		19:08:10	175aa410-000b-4d13-93cf-de3280014fa6	 GET	http://localhost:5173	/notes 
2023-06-11		19:08:59	0653f1b0-0a78-4fdb-bce2-c6a744346ec0	 GET	http://localhost:5173	/notes 
2023-06-11		19:08:59	36e046fc-941f-462f-903b-df2bb847e7bf	 GET	http://localhost:5173	/users 
2023-06-11		19:09:03	f648997e-4fb1-4b5a-b06d-540c03dc9010	 GET	http://localhost:5173	/users 
2023-06-11		19:09:03	9f729080-15ae-4ecc-8a8f-5bd6ce412e7d	 GET	http://localhost:5173	/notes 
2023-06-11		19:09:17	b17c8779-ac31-41c1-9f24-f9e5de11612e	 GET	http://localhost:5173	/notes 
2023-06-11		19:09:17	ecec947a-dd23-4be4-a336-da5b73cfabd2	 GET	http://localhost:5173	/users 
2023-06-11		19:10:19	05fea5f4-96f3-4b05-8fd3-95918fdf5b99	 GET	http://localhost:5173	/notes 
2023-06-11		19:10:19	8062c3e8-9298-4734-8ae2-68a5833c7754	 GET	http://localhost:5173	/users 
2023-06-12		10:49:02	b5c247fb-13d1-4b26-93d5-2d7a169a95ce	 GET	http://localhost:5173	/notes 
2023-06-12		10:49:03	f3b46f8d-61af-45a7-9de5-607227eb4028	 GET	http://localhost:5173	/users 
2023-06-13		09:40:28	8bac95a9-e1fe-45b3-9094-098bfd5cd44b	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		09:40:28	b824a399-6554-4d5e-bee5-2228ac235d8f	 POST	http://localhost:5173	/auth 
2023-06-13		09:40:32	8099e5a2-60fd-40d2-bed6-0c9942e2f3ce	 GET	http://localhost:5173	/users 
2023-06-13		09:40:32	4fa2f8e3-1667-4520-8a81-aed5bfd66f2c	 GET	http://localhost:5173	/notes 
2023-06-13		09:45:42	4f6e4dde-462c-4bbc-8d15-7dd2e5801606	 GET	http://localhost:5173	/notes 
2023-06-13		09:45:42	188c3cc6-5b9d-4d21-a0ef-f3da062e9a3b	 GET	http://localhost:5173	/users 
2023-06-13		09:47:22	44593bc9-c271-4463-a3d7-f9fd6bcc3e15	 GET	http://localhost:5173	/notes 
2023-06-13		09:47:22	c72bf737-41e3-45ae-be34-95e9dd969cc4	 GET	http://localhost:5173	/users 
2023-06-13		10:02:40	7f1620f1-b291-4e25-8ef3-0304afd4fe13	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:02:40	4633d7c2-f092-446d-a552-3476b38802ff	 POST	http://localhost:5173	/auth 
2023-06-13		10:02:40	6726bc90-8d43-4785-a70a-1a77c6c71100	 GET	http://localhost:5173	/users 
2023-06-13		10:02:40	551f1678-014e-4be0-b241-ce9c1c6bf656	 GET	http://localhost:5173	/notes 
2023-06-13		10:06:17	b219893e-830e-476c-9cf8-38d64fca767b	 GET	http://localhost:5173	/notes 
2023-06-13		10:06:17	de4a3375-9fd4-4976-81b9-59fa4d75ab91	 GET	http://localhost:5173	/users 
2023-06-13		10:44:30	11fdf3bf-6723-4295-ad87-95c6142159a3	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:44:30	97e5f964-c3a7-40ab-857f-637d9d5538f7	 POST	http://localhost:5173	/auth 
2023-06-13		10:44:31	59e46b8e-f134-4607-b55a-b2f85b35c331	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:44:31	34e94634-fbcc-4ed7-90d2-ff763befc233	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:44:31	138e24e3-fd59-41a6-8179-0608c6914a12	 GET	http://localhost:5173	/notes 
2023-06-13		10:44:31	37f23c46-d68d-49f8-9168-0d382e0d750c	 GET	http://localhost:5173	/users 
2023-06-13		10:44:35	93b0c401-6dd0-4228-a4f1-013e44f5d842	 GET	http://localhost:5173	/users 
2023-06-13		10:44:53	188047f6-3c92-470f-a5e3-662c34d2afd0	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:44:53	337962b4-cbc1-4103-b5bb-4d3dcbd432e1	 GET	http://localhost:5173	/users 
2023-06-13		10:45:02	7b8472f0-5ce9-4f21-b0ca-677840a22586	 GET	http://localhost:5173	/users 
2023-06-13		10:45:02	e294f21b-80d8-4318-a51e-5a6173eeaa14	 GET	http://localhost:5173	/notes 
2023-06-13		10:45:03	4beb5be5-8a21-4915-8dcf-6ba50f75e32f	 GET	http://localhost:5173	/users 
2023-06-13		10:45:07	c3fcb7b9-4a8c-498e-ae25-589e1a743b7e	 GET	http://localhost:5173	/users 
2023-06-13		10:45:07	fe853012-2fac-4775-b0bb-d94a2347afce	 GET	http://localhost:5173	/notes 
2023-06-13		10:45:07	bd9a14a2-0aae-496f-89de-2861b95bb6e1	 GET	http://localhost:5173	/users 
2023-06-13		10:45:08	2c4a610b-ca23-4635-9bfd-b355a12ac599	 GET	http://localhost:5173	/users 
2023-06-13		10:45:08	cdf1bab7-0ba1-44ad-8afa-7ccec8b3558d	 GET	http://localhost:5173	/notes 
2023-06-13		10:45:08	52f0b9c8-cfe6-4029-bb84-1d97ac2de68e	 GET	http://localhost:5173	/users 
2023-06-13		10:45:15	a6ae5057-f031-44a4-bde0-b3708739405d	 GET	http://localhost:5173	/users 
2023-06-13		10:45:23	5840acd6-7716-4255-bd6c-53993a47f152	 POST	http://localhost:5173	/auth/logout 
2023-06-13		10:45:54	c565b912-ca3b-44c1-a194-449e4da2da3f	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:45:54	9976bb6c-43f4-427d-b550-bd427ed7b84e	 POST	http://localhost:5173	/auth 
2023-06-13		10:45:55	5c2e88ef-aca7-4873-a099-e6a4ed55fc38	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:45:55	c8c6c507-766a-4106-9b91-a31d84ad3fc7	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:45:55	3734cdc1-bf1b-4184-a304-330865096808	 GET	http://localhost:5173	/notes 
2023-06-13		10:45:55	f51e577d-e666-4dfa-97df-5225cc12d5a7	 GET	http://localhost:5173	/users 
2023-06-13		10:46:00	d5314056-9a84-4522-a3ab-c6ad9e2c971d	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:46:00	10da496d-751c-44fb-9231-4687510f3fef	 GET	http://localhost:5173	/users 
2023-06-13		10:46:25	05f6ebc5-2027-4d68-82c6-5cadeff845f5	 OPTIONS	http://localhost:5173	/auth/logout 
2023-06-13		10:46:25	4b40f75a-9d29-4ac6-9de8-31de707ad4b3	 POST	http://localhost:5173	/auth/logout 
2023-06-13		10:46:25	098c1ce7-e4de-4ebf-9991-37bf8137c0ee	 GET	http://localhost:5173	/users 
2023-06-13		10:46:29	be39e09f-715f-4e92-9f94-53fd894b699f	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:46:29	a75dd633-e385-43e3-8757-801caafa8b86	 POST	http://localhost:5173	/auth 
2023-06-13		10:46:31	33d5da84-dd4f-4918-a923-4060b66b74b4	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:46:31	b8d8367f-07e1-435f-940f-a7deb7fab62f	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:46:31	54f73011-9dd6-4c9c-97c2-61a036c513b4	 GET	http://localhost:5173	/notes 
2023-06-13		10:46:31	d52f2b39-dac6-46c1-b132-81c35507e592	 GET	http://localhost:5173	/users 
2023-06-13		10:46:34	07a23048-5811-4b9c-9ea2-ad363a665d1b	 GET	http://localhost:5173	/users 
2023-06-13		10:46:39	2b3cd662-1b0c-46ac-80b2-9de4e18f2b74	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:46:39	2518893d-8da4-43a4-b480-eb4fe777fb69	 GET	http://localhost:5173	/users 
2023-06-13		10:47:00	3ee5be9b-2637-4e5f-b235-88dbe6051221	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:47:00	251377d4-8fc1-46fb-ad8b-e99c57411ccd	 GET	http://localhost:5173	/users 
2023-06-13		10:47:22	078a0719-d116-4b37-9348-a5dc9338531b	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:47:22	012af446-0e83-4814-9c44-e6c2634af742	 GET	http://localhost:5173	/users 
2023-06-13		10:47:30	2741443f-4698-4c86-8d19-70c4bfcccc06	 OPTIONS	http://localhost:5173	/auth/logout 
2023-06-13		10:47:30	363f5bb3-9887-4f7a-ba76-0498da1c717a	 POST	http://localhost:5173	/auth/logout 
2023-06-13		10:47:36	b1bb0d21-844f-4d66-87f7-d958e0e5e823	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:47:36	323b5cd8-d6ba-44f6-b88e-2ddc8f81110b	 POST	http://localhost:5173	/auth 
2023-06-13		10:47:37	5976c86b-415c-44ab-a3b3-75fc841d2b65	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:47:37	90e2068e-2e32-4f31-aa60-c3a839bd0816	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:47:37	dccba337-7234-4546-8e48-e578020d2ba9	 GET	http://localhost:5173	/notes 
2023-06-13		10:47:37	2418d492-0721-4dd2-ad55-cad74769591c	 GET	http://localhost:5173	/users 
2023-06-13		10:47:40	3b9579e4-690f-4c61-9809-3b14529e571a	 GET	http://localhost:5173	/users 
2023-06-13		10:47:45	42e7884c-1cd7-440a-aef2-649e4433b84e	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:47:45	4043c2a8-2682-402f-b1c0-32c9d08dcd8a	 GET	http://localhost:5173	/users 
2023-06-13		10:47:54	3d47cc76-821c-48fd-bdbd-bd115e8b74d5	 GET	http://localhost:5173	/users 
2023-06-13		10:47:54	803004b0-3572-4a42-b5e8-6fb79c2e2431	 GET	http://localhost:5173	/notes 
2023-06-13		10:47:54	a1936d48-95ba-44a9-8f23-dcc3c8bf56dc	 GET	http://localhost:5173	/users 
2023-06-13		10:48:05	5c7b3e87-a685-49a3-936c-3143e68cb0cb	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:48:05	dff8582d-1571-4cde-903c-b1beae08c1f6	 POST	http://localhost:5173	/auth 
2023-06-13		10:48:06	8df2c2cc-a5df-43cc-9b28-673d5c48da13	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:48:06	664036d8-75a2-4cc0-bc35-54f960fcd7b4	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:48:06	0146e066-51dc-4ec3-b588-e09127256991	 GET	http://localhost:5173	/notes 
2023-06-13		10:48:06	f8ed50a9-ef69-49c5-8de3-33b4544545f9	 GET	http://localhost:5173	/users 
2023-06-13		10:48:15	84274425-9c7e-476f-babf-f19678069f09	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:48:15	99e3f8d4-ba40-4b03-be34-dae7c1875a0d	 GET	http://localhost:5173	/users 
2023-06-13		10:48:34	67bd9f29-9a47-4fa3-a3cb-8f0ae8879936	 OPTIONS	http://localhost:5173	/auth/logout 
2023-06-13		10:48:34	cc9cadcf-e71f-40b7-8793-6c5a8948ea50	 POST	http://localhost:5173	/auth/logout 
2023-06-13		10:48:34	81ae4e0e-1260-4f8d-8a04-93aba1d84dd1	 GET	http://localhost:5173	/users 
2023-06-13		10:48:48	12e48d6c-712d-4b22-a8ca-4a489f683eee	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:48:48	8f0e6cb1-6706-4d35-aebf-7945c42ae501	 POST	http://localhost:5173	/auth 
2023-06-13		10:48:49	f3f74113-c320-4669-8ec3-afb2e8e610a1	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:48:49	62ee0a9e-278a-47fa-b27b-2cf314201e18	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:48:49	fbb74a79-d187-418b-8592-d0fd24617ccf	 GET	http://localhost:5173	/notes 
2023-06-13		10:48:49	1aeeee0e-222d-4f4c-a408-87ae67518cb3	 GET	http://localhost:5173	/users 
2023-06-13		10:50:07	126067ef-2808-4fe8-b2f9-81f3b01ff821	 OPTIONS	http://localhost:5173	/auth/logout 
2023-06-13		10:50:07	9ceadabc-9b4c-479c-819f-cf52fd962506	 POST	http://localhost:5173	/auth/logout 
2023-06-13		10:50:20	b2957f5e-5cc6-4ebc-af83-7fe68181efba	 OPTIONS	http://localhost:5173	/auth 
2023-06-13		10:50:20	8595da52-aff7-48b2-b19c-ceb8d7811c14	 POST	http://localhost:5173	/auth 
2023-06-13		10:50:21	02ec349c-4524-44ac-9631-5c706c8f94ff	 OPTIONS	http://localhost:5173	/notes 
2023-06-13		10:50:21	49620e22-079b-4701-b0c9-f4fcf05afc9e	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:50:21	eeea4066-d770-4d3b-84da-5c927721d504	 GET	http://localhost:5173	/notes 
2023-06-13		10:50:21	c43fabc8-23f8-44ff-9ca2-f0976579bf51	 GET	http://localhost:5173	/users 
2023-06-13		10:50:37	138bea57-aca7-4a1a-8780-234e6ebc921a	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:50:37	bd1de53b-9ad4-4b24-8a0d-0e4ae7e95285	 GET	http://localhost:5173	/users 
2023-06-13		10:51:37	8aa561b5-a7fc-42d8-8a7c-7f211bbc97b3	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:51:37	fe050fc1-bdb3-442f-bb4a-fa5f113f3af5	 GET	http://localhost:5173	/users 
2023-06-13		10:52:37	2d8d5939-1319-4d46-bda0-123abee6d479	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:52:37	4b81fed2-9ac1-4d02-8a5e-ecea10cd6ef1	 GET	http://localhost:5173	/users 
2023-06-13		10:53:37	36f4cbca-1c51-4712-99ce-e2d1fc9eb661	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:53:37	ab1e99bb-9afd-4671-a08c-89f7c9c9f6d8	 GET	http://localhost:5173	/users 
2023-06-13		10:54:37	61d6d030-b058-426e-b673-b193adeb5c5f	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:54:37	795d71cd-39dd-41d6-969f-4242f6958a37	 GET	http://localhost:5173	/users 
2023-06-13		10:55:37	5fcf78fc-54c3-45c0-b807-97f6b71ca06c	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:55:37	b4ae9784-aea9-4023-8cf2-3b88cd822ce1	 GET	http://localhost:5173	/users 
2023-06-13		10:56:37	656b6f2c-3d91-4f4a-8f83-fd0c140c5e1d	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:56:37	fdabeaac-f29c-4d90-a2d1-dcde1788afd3	 GET	http://localhost:5173	/users 
2023-06-13		10:57:37	32125485-0ae8-4dce-9ade-33cb7d2759ff	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:57:37	23c97353-170b-4430-8174-439f317657d2	 GET	http://localhost:5173	/users 
2023-06-13		10:57:41	2fd0bbc8-9174-49af-bb7e-4bdcca27acbc	 GET	http://localhost:5173	/users 
2023-06-13		10:58:42	3f62b1a2-e865-4583-9555-95c01cf3863a	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:58:42	ed2b1d78-76cf-47c4-b6b5-d75f99649b97	 GET	http://localhost:5173	/users 
2023-06-13		10:59:43	22462c5b-6b79-432f-89a1-4368dfe608f5	 OPTIONS	http://localhost:5173	/users 
2023-06-13		10:59:43	5aa6b401-e66c-4e2d-8933-744e15a5719a	 GET	http://localhost:5173	/users 
2023-06-13		11:00:44	983c9294-f268-4375-838f-1fdd00832807	 OPTIONS	http://localhost:5173	/users 
2023-06-13		11:00:44	d2ff0f6d-e286-4c1a-b13e-f00702215748	 GET	http://localhost:5173	/users 
2023-06-13		11:01:45	2694e24c-f1f3-4d21-979c-e67a6e4d6517	 OPTIONS	http://localhost:5173	/users 
